год	проходить	301	109459	68443	8.31	1071.92	14.13	16.20	15.13	Примеры
год	минуть	185	109459	5716	8.26	1381.18	15.15	13.48	14.29	Примеры
год	наступать	202	109459	18831	8.24	1064.90	14.22	13.83	14.02	Примеры
год	быть	7489	109459	4841784	8.20	13162.57	19.51	70.18	37.00	Примеры
год	вырасти	199	109459	25583	8.17	924.68	13.87	13.58	13.72	Примеры
год	получить	459	109459	208476	8.15	1059.65	14.28	18.58	16.29	Примеры
год	приезжать	195	109459	32549	8.10	808.26	13.57	13.28	13.42	Примеры
год	пойти	501	109459	259927	8.09	1042.19	14.32	18.99	16.49	Примеры
год	ездить	206	109459	43444	8.08	762.56	13.44	13.47	13.45	Примеры
год	составить	200	109459	40363	8.07	756.92	13.43	13.31	13.37	Примеры
год	прийтись	281	109459	105575	8.05	742.25	13.49	14.92	14.19	Примеры
год	принести	223	109459	61643	8.05	713.11	13.33	13.73	13.53	Примеры
год	стать	858	109459	554259	8.04	1473.71	15.18	23.76	18.99	Примеры
год	закончить	175	109459	28705	8.02	731.17	13.37	12.59	12.98	Примеры
год	учиться	193	109459	43192	8.02	692.90	13.25	12.98	13.12	Примеры
год	расти	189	109459	42285	8.00	678.63	13.21	12.85	13.03	Примеры
год	остаться	370	109459	188771	8.00	779.92	13.73	16.37	14.99	Примеры
год	проводить	206	109459	61935	7.97	626.96	13.09	13.09	13.09	Примеры
год	праздновать	139	109459	6293	7.97	931.20	14.19	11.63	12.85	Примеры
год	служить	223	109459	80958	7.94	602.63	13.06	13.35	13.20	Примеры
год	начинаться	171	109459	40019	7.92	599.58	12.97	12.18	12.57	Примеры
год	ходить	275	109459	132270	7.91	607.27	13.20	14.25	13.71	Примеры
год	дать	429	109459	273947	7.90	743.81	13.80	16.85	15.25	Примеры
год	продолжаться	157	109459	32382	7.89	587.69	12.92	11.77	12.33	Примеры
год	приходиться	196	109459	67685	7.89	547.23	12.85	12.59	12.72	Примеры
год	составлять	188	109459	60505	7.89	548.84	12.84	12.42	12.63	Примеры
год	увеличиться	127	109459	7101	7.87	797.42	13.80	11.09	12.37	Примеры
год	появиться	204	109459	80242	7.86	522.11	12.80	12.64	12.72	Примеры
год	давать	324	109459	191938	7.86	601.49	13.31	14.88	14.08	Примеры
год	запланировать	119	109459	2321	7.85	999.38	14.73	10.85	12.64	Примеры
год	ждать	246	109459	123000	7.84	526.81	12.93	13.39	13.16	Примеры
год	оставаться	245	109459	122884	7.84	523.36	12.92	13.36	13.14	Примеры
год	бывать	256	109459	136816	7.82	519.25	12.95	13.50	13.22	Примеры
год	приехать	234	109459	116341	7.82	503.36	12.84	13.07	12.96	Примеры
год	длиться	123	109459	10120	7.81	678.46	13.35	10.82	12.02	Примеры
год	платить	141	109459	30993	7.79	510.90	12.64	11.11	11.85	Примеры
год	написать	249	109459	139633	7.79	484.89	12.84	13.19	13.02	Примеры
год	собираться	171	109459	62885	7.78	458.10	12.51	11.67	12.08	Примеры
год	писать	316	109459	214435	7.76	516.60	13.13	14.25	13.68	Примеры
год	отмечать	125	109459	18806	7.76	542.90	12.78	10.69	11.69	Примеры
год	кончаться	118	109459	11794	7.76	605.92	13.07	10.55	11.74	Примеры
год	считать	243	109459	142195	7.75	455.95	12.75	12.92	12.84	Примеры
год	вернуться	211	109459	109369	7.75	438.85	12.59	12.32	12.46	Примеры
год	помнить	218	109459	118783	7.74	435.01	12.61	12.41	12.51	Примеры
год	выйти	287	109459	192721	7.73	473.99	12.95	13.62	13.28	Примеры
год	проработать	106	109459	3743	7.72	762.83	13.90	10.19	11.90	Примеры
год	вспоминать	140	109459	44399	7.69	412.40	12.26	10.74	11.47	Примеры
год	начать	270	109459	188480	7.69	429.10	12.79	13.08	12.93	Примеры
год	уходить	160	109459	67973	7.68	387.72	12.24	11.08	11.64	Примеры
год	уехать	151	109459	59381	7.67	386.47	12.20	10.88	11.52	Примеры
год	опубликовать	110	109459	15354	7.66	493.59	12.60	10.06	11.26	Примеры
год	вспомнить	157	109459	70362	7.65	365.77	12.14	10.89	11.50	Примеры
год	случиться	151	109459	63823	7.65	367.25	12.13	10.77	11.43	Примеры
год	отметить	125	109459	35218	7.64	395.25	12.15	10.26	11.17	Примеры
год	обещать	132	109459	45140	7.63	370.81	12.07	10.34	11.17	Примеры
год	оказаться	228	109459	160027	7.62	360.32	12.44	12.00	12.22	Примеры
год	кончиться	121	109459	33903	7.62	383.83	12.09	10.10	11.05	Примеры
год	мочь	1032	109459	1137059	7.60	944.12	15.01	21.78	18.08	Примеры
год	приходить	162	109459	86262	7.60	329.50	12.04	10.75	11.37	Примеры
год	уйти	189	109459	119391	7.59	330.75	12.17	11.21	11.68	Примеры
год	решить	194	109459	125946	7.59	330.87	12.20	11.29	11.73	Примеры
год	поступить	117	109459	32731	7.59	371.47	12.03	9.93	10.93	Примеры
год	оставить	173	109459	103071	7.58	319.37	12.05	10.86	11.44	Примеры
год	потерять	129	109459	49900	7.57	333.92	11.90	10.07	10.95	Примеры
год	закончиться	100	109459	14078	7.57	447.06	12.40	9.59	10.90	Примеры
год	пробыть	96	109459	9376	7.57	497.26	12.68	9.52	10.99	Примеры
год	заниматься	146	109459	74649	7.55	307.00	11.87	10.28	11.04	Примеры
год	произойти	138	109459	67172	7.54	301.78	11.80	10.08	10.91	Примеры
год	прийти	255	109459	220206	7.53	321.31	12.46	11.94	12.20	Примеры
год	объявить	116	109459	42986	7.51	309.13	11.73	9.60	10.61	Примеры
год	становиться	152	109459	90587	7.51	280.51	11.80	10.18	10.96	Примеры
год	собирать	104	109459	27746	7.51	339.29	11.84	9.40	10.55	Примеры
год	напечатать	99	109459	21757	7.50	358.72	11.94	9.31	10.54	Примеры
год	сделать	303	109459	292888	7.50	331.72	12.69	12.49	12.59	Примеры
год	измениться	101	109459	25463	7.50	340.09	11.84	9.31	10.50	Примеры
год	выпустить	99	109459	22977	7.49	348.61	11.88	9.27	10.50	Примеры
год	окончить	95	109459	18254	7.49	368.27	11.99	9.20	10.50	Примеры
год	приносить	101	109459	26988	7.48	329.20	11.78	9.26	10.45	Примеры
год	увеличиваться	87	109459	8491	7.48	450.76	12.49	9.06	10.64	Примеры
год	выпускать	93	109459	16632	7.48	373.18	12.02	9.14	10.48	Примеры
год	наметить	88	109459	10039	7.48	429.19	12.36	9.07	10.58	Примеры
год	настать	86	109459	10880	7.45	402.19	12.21	8.93	10.44	Примеры
год	сидеть	230	109459	214762	7.44	263.23	12.17	11.03	11.59	Примеры
год	производить	111	109459	47203	7.44	268.75	11.50	9.23	10.30	Примеры
год	пережить	90	109459	18977	7.43	333.10	11.79	8.90	10.24	Примеры

человек	мочь	10435	307245	1137059	9.76	31764.88	20.92	93.02	44.11	Примеры
человек	жить	3485	307245	293641	9.54	12203.84	18.98	54.95	32.30	Примеры
человек	быть	29708	307245	4841784	9.54	70458.20	22.61	149.31	58.10	Примеры
человек	сидеть	2666	307245	214762	9.42	9554.65	18.49	48.22	29.86	Примеры
человек	сказать	4944	307245	920103	9.18	10280.63	18.89	59.58	33.55	Примеры
человек	говорить	4402	307245	800932	9.16	9317.71	18.68	56.44	32.47	Примеры
человек	стоять	2325	307245	283838	9.15	6544.64	17.80	43.39	27.79	Примеры
человек	знать	3671	307245	641771	9.14	8015.63	18.36	51.90	30.87	Примеры
человек	иметь	2547	307245	394157	9.07	6094.19	17.75	44.06	27.96	Примеры
человек	убить	1362	307245	74634	9.06	5876.44	17.54	35.25	24.86	Примеры
человек	погибнуть	1176	307245	38757	9.01	6241.60	17.75	33.37	24.34	Примеры
человек	бы	3352	307245	756419	8.93	5878.07	17.92	47.18	29.08	Примеры
человек	видеть	2084	307245	374556	8.90	4443.43	17.20	38.92	25.87	Примеры
человек	думать	1735	307245	303081	8.83	3782.60	16.86	35.68	24.53	Примеры
человек	любить	1437	307245	201662	8.82	3682.48	16.70	33.54	23.67	Примеры
человек	работать	1338	307245	172071	8.81	3637.27	16.65	32.72	23.34	Примеры
человек	понимать	1347	307245	178843	8.80	3584.68	16.63	32.70	23.32	Примеры
человек	прийти	1418	307245	220206	8.77	3380.19	16.57	32.86	23.34	Примеры
человек	умереть	968	307245	81956	8.70	3374.11	16.42	28.95	21.80	Примеры
человек	собраться	854	307245	41883	8.68	3866.64	16.71	28.05	21.65	Примеры
человек	идти	1708	307245	401946	8.66	2872.39	16.53	33.35	23.48	Примеры
человек	войти	940	307245	91210	8.64	3037.74	16.22	28.22	21.40	Примеры
человек	чувствовать	971	307245	108708	8.63	2882.57	16.14	28.30	21.37	Примеры
человек	находиться	1022	307245	138533	8.62	2681.06	16.06	28.41	21.36	Примеры
человек	стать	1965	307245	554259	8.61	2742.38	16.63	34.07	23.80	Примеры
человек	выйти	1131	307245	192721	8.60	2512.58	16.03	28.93	21.53	Примеры
человек	хотеть	1504	307245	368985	8.58	2427.77	16.23	30.97	22.42	Примеры
человек	ранить	711	307245	14593	8.58	4444.96	17.22	26.22	21.25	Примеры
человек	оказаться	1022	307245	160027	8.57	2420.42	15.91	27.86	21.05	Примеры
человек	понять	1030	307245	170834	8.55	2336.09	15.87	27.73	20.98	Примеры
человек	умирать	722	307245	30993	8.54	3455.95	16.51	25.92	20.69	Примеры
человек	казаться	1212	307245	265901	8.53	2175.75	15.91	28.55	21.31	Примеры
человек	значить	856	307245	126882	8.46	2109.40	15.61	25.70	20.03	Примеры
человек	состоять	727	307245	65943	8.45	2439.99	15.78	24.96	19.84	Примеры
человек	бывать	857	307245	136816	8.44	2000.28	15.54	25.44	19.88	Примеры
человек	сделать	1157	307245	292888	8.44	1808.94	15.68	26.95	20.56	Примеры
человек	остаться	945	307245	188771	8.43	1843.11	15.51	25.70	19.97	Примеры
человек	становиться	755	307245	90587	8.43	2145.80	15.57	24.77	19.64	Примеры
человек	делать	1124	307245	286685	8.42	1743.83	15.61	26.51	20.34	Примеры
человек	уметь	698	307245	69161	8.40	2228.19	15.61	24.27	19.46	Примеры
человек	считать	833	307245	142195	8.40	1847.39	15.42	24.82	19.56	Примеры
человек	обладать	595	307245	30952	8.35	2625.58	15.93	23.35	19.29	Примеры
человек	писать	916	307245	214435	8.35	1546.70	15.29	24.45	19.34	Примеры
человек	одеть	586	307245	27167	8.35	2716.82	16.02	23.29	19.31	Примеры
человек	найтись	569	307245	22619	8.33	2808.88	16.11	23.08	19.28	Примеры
человек	появиться	651	307245	80242	8.30	1818.31	15.25	22.93	18.70	Примеры
человек	потерять	599	307245	49900	8.30	2105.46	15.47	22.80	18.78	Примеры
человек	лежать	729	307245	129964	8.30	1562.13	15.11	23.05	18.66	Примеры
человек	начинать	692	307245	109212	8.29	1628.77	15.12	22.90	18.61	Примеры
человек	приходить	648	307245	86262	8.28	1720.26	15.16	22.68	18.54	Примеры
человек	взять	878	307245	226399	8.28	1346.55	15.11	23.36	18.79	Примеры
человек	подойти	621	307245	77009	8.27	1727.68	15.15	22.38	18.41	Примеры
человек	смотреть	858	307245	237499	8.24	1220.57	14.99	22.64	18.42	Примеры
человек	являться	673	307245	136566	8.20	1294.48	14.82	21.62	17.90	Примеры
человек	спросить	777	307245	210897	8.19	1128.93	14.81	21.67	17.91	Примеры
человек	родиться	494	307245	36823	8.15	1839.69	15.20	20.87	17.81	Примеры
человек	получить	734	307245	208476	8.14	1014.80	14.65	20.78	17.45	Примеры
человек	арестовать	470	307245	23241	8.14	2119.96	15.51	20.80	17.96	Примеры
человек	ответить	622	307245	131106	8.14	1156.93	14.62	20.63	17.37	Примеры
человек	явиться	516	307245	59273	8.13	1507.01	14.85	20.57	17.48	Примеры
человек	искать	525	307245	83581	8.08	1227.49	14.56	19.92	17.03	Примеры
человек	верить	515	307245	79503	8.07	1231.84	14.55	19.82	16.98	Примеры
человек	отвечать	572	307245	123435	8.07	1041.61	14.43	19.68	16.85	Примеры
человек	создать	494	307245	67035	8.06	1294.30	14.60	19.75	16.98	Примеры
человек	увидеть	619	307245	162649	8.06	930.62	14.39	19.52	16.76	Примеры
человек	подумать	533	307245	103930	8.04	1060.70	14.39	19.39	16.71	Примеры
человек	пройти	587	307245	147496	8.04	924.01	14.33	19.23	16.60	Примеры
человек	испытывать	426	307245	23899	8.04	1817.52	15.19	19.69	17.29	Примеры
человек	заниматься	477	307245	74649	8.01	1129.50	14.39	19.04	16.55	Примеры
человек	спать	503	307245	100642	7.99	979.16	14.25	18.75	16.34	Примеры
человек	оставаться	522	307245	122884	7.98	876.26	14.16	18.43	16.16	Примеры
человек	мыслить	388	307245	12752	7.98	2060.47	15.54	19.17	17.26	Примеры
человек	ходить	532	307245	132270	7.98	846.34	14.14	18.36	16.11	Примеры
человек	составлять	445	307245	60505	7.98	1164.30	14.39	18.74	16.42	Примеры
человек	получать	433	307245	67282	7.93	1030.66	14.20	18.16	16.06	Примеры
человек	желать	436	307245	80023	7.90	912.30	14.05	17.74	15.78	Примеры
человек	вести	485	307245	125169	7.90	742.78	13.92	17.36	15.55	Примеры
человек	страдать	375	307245	27388	7.90	1410.88	14.67	18.20	16.34	Примеры
человек	уйти	478	307245	119391	7.90	756.88	13.92	17.38	15.56	Примеры
человек	выходить	447	307245	91886	7.90	849.90	13.98	17.58	15.68	Примеры
человек	стремиться	378	307245	31805	7.89	1321.35	14.54	18.10	16.22	Примеры
человек	принять	503	307245	145980	7.89	678.58	13.88	17.09	15.40	Примеры
человек	бояться	455	307245	103566	7.89	788.61	13.92	17.35	15.54	Примеры
человек	найти	527	307245	173760	7.88	610.41	13.84	16.75	15.22	Примеры
человек	составить	379	307245	40363	7.87	1159.17	14.31	17.77	15.95	Примеры
человек	приехать	461	307245	116341	7.87	722.36	13.84	17.02	15.35	Примеры
человек	пойти	615	307245	259927	7.87	500.30	13.90	16.20	15.01	Примеры
человек	устроить	379	307245	48552	7.85	1031.98	14.13	17.42	15.69	Примеры
человек	продолжать	438	307245	110413	7.83	687.08	13.74	16.60	15.10	Примеры
человек	заметить	435	307245	109440	7.83	683.74	13.73	16.55	15.07	Примеры
человек	присутствовать	350	307245	33524	7.81	1138.90	14.26	17.24	15.68	Примеры
человек	оказываться	366	307245	50368	7.81	949.65	13.99	16.97	15.41	Примеры
человек	входить	360	307245	53876	7.78	880.60	13.87	16.64	15.19	Примеры
человек	занять	361	307245	60050	7.77	816.35	13.77	16.41	15.03	Примеры
человек	дать	569	307245	273947	7.76	369.30	13.62	14.43	14.02	Примеры
человек	лишить	327	307245	27440	7.76	1144.68	14.26	16.84	15.49	Примеры
человек	начать	481	307245	188480	7.76	439.78	13.49	14.88	14.17	Примеры
человек	достичь	326	307245	30734	7.75	1070.37	14.13	16.66	15.34	Примеры
человек	попасть	360	307245	70065	7.74	717.42	13.61	15.94	14.73	Примеры
человек	спрашивать	371	307245	82732	7.74	655.39	13.53	15.74	14.59	Примеры

время	быть	41403	513954	4841784	9.83	84660.83	23.09	170.82	62.80	Примеры
время	прийти	5539	513954	220206	9.81	21924.23	20.15	70.36	37.65	Примеры
время	идти	5842	513954	401946	9.64	17116.41	19.71	69.21	36.93	Примеры
время	проводить	3636	513954	61935	9.63	20443.22	20.15	58.89	34.45	Примеры
время	находиться	3335	513954	138533	9.42	12907.42	19.09	54.46	32.24	Примеры
время	пройти	2964	513954	147496	9.29	10453.51	18.67	50.72	30.78	Примеры
время	жить	3563	513954	293641	9.27	9263.57	18.54	52.94	31.33	Примеры
время	настать	2077	513954	10880	9.16	16803.21	20.21	45.25	30.24	Примеры
время	провести	2281	513954	68847	9.15	10231.09	18.65	45.78	29.22	Примеры
время	стать	3944	513954	554259	9.09	6652.43	18.21	50.69	30.38	Примеры
время	работать	2419	513954	172071	9.05	6927.20	17.91	44.38	28.19	Примеры
время	мочь	5484	513954	1137059	8.99	5980.65	18.48	52.98	31.29	Примеры
время	думать	2624	513954	303081	8.95	5275.28	17.59	43.10	27.53	Примеры
время	стоять	2538	513954	283838	8.94	5241.16	17.55	42.65	27.36	Примеры
время	иметь	2771	513954	394157	8.90	4615.41	17.49	42.36	27.22	Примеры
время	говорить	3951	513954	800932	8.89	4431.49	17.84	45.37	28.45	Примеры
время	сидеть	2180	513954	214762	8.88	4976.88	17.38	40.38	26.49	Примеры
время	наступить	1552	513954	26509	8.84	8711.45	18.45	38.47	26.64	Примеры
время	тратить	1502	513954	10390	8.84	11242.86	19.29	38.39	27.21	Примеры
время	проходить	1608	513954	68443	8.80	6143.78	17.61	37.76	25.78	Примеры
время	терять	1448	513954	26573	8.77	7918.49	18.24	37.09	26.01	Примеры
время	казаться	2013	513954	265901	8.73	3594.17	16.92	36.73	24.93	Примеры
время	писать	1848	513954	214435	8.72	3698.84	16.88	36.14	24.70	Примеры
время	бы	3206	513954	756419	8.71	2909.41	17.27	38.29	25.72	Примеры
время	оставаться	1594	513954	122884	8.70	4330.41	16.99	35.70	24.63	Примеры
время	дать	1947	513954	273947	8.69	3275.27	16.79	35.60	24.45	Примеры
время	делать	1802	513954	286685	8.60	2677.59	16.51	33.18	23.41	Примеры
время	заниматься	1295	513954	74649	8.57	4207.15	16.87	33.14	23.64	Примеры
время	происходить	1314	513954	88335	8.57	3896.02	16.74	32.90	23.47	Примеры
время	смотреть	1622	513954	237499	8.55	2623.56	16.39	32.18	22.96	Примеры
время	получить	1534	513954	208476	8.54	2666.38	16.35	31.86	22.82	Примеры
время	появиться	1260	513954	80242	8.54	3861.01	16.71	32.39	23.27	Примеры
время	найти	1427	513954	173760	8.52	2739.63	16.32	31.46	22.66	Примеры
время	молчать	1180	513954	56902	8.51	4228.08	16.86	32.08	23.26	Примеры
время	существовать	1240	513954	90801	8.50	3483.29	16.54	31.67	22.89	Примеры
время	сделать	1591	513954	292888	8.46	2006.91	16.12	29.81	21.92	Примеры
время	чувствовать	1216	513954	108708	8.45	2981.42	16.30	30.59	22.33	Примеры
время	ходить	1250	513954	132270	8.45	2697.41	16.19	30.22	22.12	Примеры
время	приходиться	1117	513954	67685	8.44	3525.07	16.52	30.64	22.50	Примеры
время	видеть	1680	513954	374556	8.42	1653.15	16.04	28.44	21.36	Примеры
время	бывать	1222	513954	136816	8.42	2518.94	16.09	29.59	21.82	Примеры
время	вести	1173	513954	125169	8.39	2514.20	16.06	29.23	21.66	Примеры
время	приходить	1101	513954	86262	8.39	2958.17	16.24	29.61	21.93	Примеры
время	читать	1204	513954	147451	8.38	2299.56	15.97	28.87	21.47	Примеры
время	назначить	1011	513954	41560	8.38	3928.95	16.71	30.00	22.39	Примеры
время	произойти	1054	513954	67172	8.38	3228.00	16.36	29.63	22.01	Примеры
время	являться	1166	513954	136566	8.37	2314.32	15.95	28.66	21.38	Примеры
время	показать	1086	513954	95162	8.36	2700.93	16.10	28.99	21.60	Примеры
время	давать	1255	513954	191938	8.36	1942.15	15.83	27.99	21.05	Примеры
время	сказать	2485	513954	920103	8.34	924.34	16.31	24.52	20.00	Примеры
время	знать	1985	513954	641771	8.33	1021.49	16.00	24.78	19.91	Примеры
время	занять	971	513954	60050	8.31	3027.49	16.22	28.52	21.51	Примеры
время	начать	1184	513954	188480	8.31	1757.30	15.67	26.89	20.53	Примеры
время	войти	1009	513954	91210	8.30	2453.81	15.92	27.82	21.05	Примеры
время	успеть	970	513954	76795	8.28	2587.83	15.97	27.76	21.06	Примеры
время	потерять	924	513954	49900	8.28	3113.69	16.26	28.14	21.39	Примеры
время	подойти	957	513954	77009	8.27	2525.19	15.93	27.52	20.94	Примеры
время	лететь	834	513954	28675	8.22	3527.48	16.51	27.52	21.31	Примеры
время	прийтись	930	513954	105575	8.19	1894.77	15.53	25.74	19.99	Примеры
время	уходить	870	513954	67973	8.19	2341.59	15.77	26.33	20.38	Примеры
время	играть	930	513954	109751	8.18	1833.75	15.49	25.56	19.90	Примеры
время	считать	976	513954	142195	8.18	1585.73	15.38	24.99	19.60	Примеры
время	держать	870	513954	77555	8.17	2137.02	15.64	25.89	20.12	Примеры
время	стараться	871	513954	79041	8.17	2112.07	15.62	25.84	20.09	Примеры
время	служить	865	513954	80958	8.16	2050.56	15.58	25.63	19.98	Примеры
время	помнить	910	513954	118783	8.15	1641.30	15.35	24.76	19.49	Примеры
время	наступать	762	513954	18831	8.14	3714.80	16.66	26.67	21.08	Примеры
время	остаться	992	513954	188771	8.13	1201.63	15.14	23.27	18.77	Примеры
время	спать	850	513954	100642	8.11	1671.19	15.31	24.42	19.33	Примеры
время	выйти	968	513954	192721	8.10	1108.17	15.05	22.61	18.45	Примеры
время	вспоминать	750	513954	44399	8.08	2398.83	15.75	25.16	19.91	Примеры
время	продолжать	829	513954	110413	8.07	1467.62	15.14	23.53	18.87	Примеры
время	уйти	833	513954	119391	8.06	1375.20	15.08	23.18	18.70	Примеры
